fdate,target_current_pair,predict_time,prediction,confidence_0,confidence_1,is_positive,model_version,fdate_hive_part,confidence,direction,year_week
20250307,USDCNH,2025-03-07 19:00:00,0.522028,0.224537037,0.9749465812,1,v2,p_20250307,0.9749465812,BULLISH,2025_10
20250307,USDCNH,2025-03-07 20:00:00,0.5706048,0.263497151,0.4872150997,1,v2,p_20250307,0.4872150997,BULLISH,2025_10
20250307,USDCNH,2025-03-07 21:00:00,0.4934293,0.7295049858,0.0437321937,0,v2,p_20250307,0.7295049858,BEARISH,2025_10
20250307,USDCNH,2025-03-07 22:00:00,0.45569488,0.5452279202,0.2121794872,0,v2,p_20250307,0.5452279202,BEARISH,2025_10
20250307,USDCNH,2025-03-07 23:00:00,0.5310641,0.5137464387,0.3900641026,1,v2,p_20250307,0.3900641026,BULLISH,2025_10
20250308,USDCNH,2025-03-08 00:00:00,0.603114,0.2157941595,0.5759259259,1,v2,p_20250308,0.5759259259,BULLISH,2025_10
20250310,USDCNH,2025-03-10 10:00:00,0.6633789,0.3364850427,0.4006766382,1,v2,p_20250310,0.4006766382,BULLISH,2025_10
20250310,USDCNH,2025-03-10 11:00:00,0.45741904,0.4413639601,0.1426103989,0,v2,p_20250310,0.4413639601,BEARISH,2025_10
20250310,USDCNH,2025-03-10 12:00:00,0.49111906,0.698468661,0.0,0,v2,p_20250310,0.698468661,BEARISH,2025_10
20250310,USDCNH,2025-03-10 13:00:00,0.4001118,0.7791488604,0.0364494302,0,v2,p_20250310,0.7791488604,BEARISH,2025_10
20250310,USDCNH,2025-03-10 14:00:00,0.59326565,0.1454059829,0.7371794872,1,v2,p_20250310,0.7371794872,BULLISH,2025_10
20250310,USDCNH,2025-03-10 15:00:00,0.5663326,0.7998219373,0.340491453,1,v2,p_20250310,0.340491453,BULLISH,2025_10
20250310,USDCNH,2025-03-10 16:00:00,0.5027088,0.4067663818,0.2460648148,1,v2,p_20250310,0.2460648148,BULLISH,2025_10
20250310,USDCNH,2025-03-10 17:00:00,0.6082777,0.5396367521,0.1110754986,0,v2,p_20250310,0.1110754986,BULLISH,2025_10
20250310,USDCNH,2025-03-10 18:00:00,0.6486104,0.8621082621,0.2921830484,1,v2,p_20250310,0.2921830484,BULLISH,2025_10
20250310,USDCNH,2025-03-10 19:00:00,0.50560015,0.4162749288,0.9393162393,1,v2,p_20250310,0.9393162393,BULLISH,2025_10
20250310,USDCNH,2025-03-10 20:00:00,0.41270265,0.309775641,0.9834757835,0,v2,p_20250310,0.309775641,BEARISH,2025_10
20250310,USDCNH,2025-03-10 22:00:00,0.5233424,0.2593839031,0.8303062678,1,v2,p_20250310,0.8303062678,BULLISH,2025_10
20250310,USDCNH,2025-03-10 23:00:00,0.48843282,0.3515669516,0.8236111111,0,v2,p_20250310,0.3515669516,BEARISH,2025_10
20250311,USDCNH,2025-03-11 00:00:00,0.5408984,0.1851317664,0.7667735043,1,v2,p_20250311,0.7667735043,BULLISH,2025_10
20250311,USDCNH,2025-03-11 10:00:00,0.39741662,0.2681445869,0.9629451567,0,v2,p_20250311,0.2681445869,BEARISH,2025_10
20250311,USDCNH,2025-03-11 11:00:00,0.4646035,0.4949074074,0.8666666667,0,v2,p_20250311,0.4949074074,BEARISH,2025_10
20250311,USDCNH,2025-03-11 12:00:00,0.5967235,0.3630698006,0.9146545584,1,v2,p_20250311,0.9146545584,BULLISH,2025_10
20250311,USDCNH,2025-03-11 13:00:00,0.39641646,0.2469017094,0.9308582621,0,v2,p_20250311,0.2469017094,BEARISH,2025_10
20250311,USDCNH,2025-03-11 14:00:00,0.52948457,0.5379095442,0.1551816239,0,v2,p_20250311,0.1551816239,BULLISH,2025_10
20250311,USDCNH,2025-03-11 15:00:00,0.55878234,0.6440705128,0.5821759259,1,v2,p_20250311,0.5821759259,BULLISH,2025_10
20250311,USDCNH,2025-03-11 16:00:00,0.53747797,0.591025641,0.8100071225,1,v2,p_20250311,0.8100071225,BULLISH,2025_10
20250311,USDCNH,2025-03-11 17:00:00,0.65782696,0.3362179487,0.9918269231,1,v2,p_20250311,0.9918269231,BULLISH,2025_10
20250311,USDCNH,2025-03-11 18:00:00,0.52513677,0.2072827635,0.9472934473,1,v2,p_20250311,0.9472934473,BULLISH,2025_10
20250311,USDCNH,2025-03-11 19:00:00,0.45570898,0.5683760684,0.0857905983,0,v2,p_20250311,0.5683760684,BEARISH,2025_10
20250311,USDCNH,2025-03-11 20:00:00,0.45317772,0.7248753561,0.0258547009,0,v2,p_20250311,0.7248753561,BEARISH,2025_10
20250311,USDCNH,2025-03-11 21:00:00,0.5727412,0.8329237892,0.4224180912,1,v2,p_20250311,0.4224180912,BULLISH,2025_10
20250311,USDCNH,2025-03-11 22:00:00,0.4816622,0.464298433,0.8842592593,0,v2,p_20250311,0.464298433,BEARISH,2025_10
20250311,USDCNH,2025-03-11 23:00:00,0.46368778,0.3206374644,0.946207265,0,v2,p_20250311,0.3206374644,BEARISH,2025_10
20250312,USDCNH,2025-03-12 00:00:00,0.32553968,0.2958333333,0.8823896011,0,v2,p_20250312,0.2958333333,BEARISH,2025_10
20250312,USDCNH,2025-03-12 10:00:00,0.40201372,0.8209223647,0.3345619658,0,v2,p_20250312,0.8209223647,BEARISH,2025_10
20250312,USDCNH,2025-03-12 11:00:00,0.6869484,0.2763888889,0.5635416667,1,v2,p_20250312,0.5635416667,BULLISH,2025_10
20250312,USDCNH,2025-03-12 12:00:00,0.5514662,0.2486111111,0.6017361111,1,v2,p_20250312,0.6017361111,BULLISH,2025_10
20250312,USDCNH,2025-03-12 13:00:00,0.46060297,0.7079861111,0.2135416667,0,v2,p_20250312,0.7079861111,BEARISH,2025_10
20250312,USDCNH,2025-03-12 14:00:00,0.4770778,0.9972222222,0.0607638889,0,v2,p_20250312,0.9972222222,BEARISH,2025_10
20250312,USDCNH,2025-03-12 15:00:00,0.60728127,0.5986111111,0.2100694444,1,v2,p_20250312,0.2100694444,BULLISH,2025_10
20250312,USDCNH,2025-03-12 16:00:00,0.47368345,0.6222222222,0.2809027778,0,v2,p_20250312,0.6222222222,BEARISH,2025_10
20250312,USDCNH,2025-03-12 17:00:00,0.31808227,0.9597222222,0.0725694444,0,v2,p_20250312,0.9597222222,BEARISH,2025_10
20250312,USDCNH,2025-03-12 18:00:00,0.6319184,0.2770833333,0.5486111111,1,v2,p_20250312,0.5486111111,BULLISH,2025_10
20250312,USDCNH,2025-03-12 19:00:00,0.50683755,0.3565972222,0.5611111111,1,v2,p_20250312,0.5611111111,BULLISH,2025_10
20250312,USDCNH,2025-03-12 20:00:00,0.50669086,0.7854166667,0.1565972222,0,v2,p_20250312,0.1565972222,BULLISH,2025_10
20250312,USDCNH,2025-03-12 21:00:00,0.48747024,0.1229166667,0.7107638889,0,v2,p_20250312,0.1229166667,BEARISH,2025_10
20250312,USDCNH,2025-03-12 22:00:00,0.5068369,0.2840277778,0.6069444444,1,v2,p_20250312,0.6069444444,BULLISH,2025_10
20250312,USDCNH,2025-03-12 23:00:00,0.5214145,0.409375,0.5229166667,1,v2,p_20250312,0.5229166667,BULLISH,2025_10
20250313,USDCNH,2025-03-13 00:00:00,0.3929895,0.0753472222,0.8336805556,0,v2,p_20250313,0.0753472222,BEARISH,2025_10
20250313,USDCNH,2025-03-13 10:00:00,0.50630975,0.3902777778,0.5100694444,1,v2,p_20250313,0.5100694444,BULLISH,2025_10
20250313,USDCNH,2025-03-13 11:00:00,0.07951304,0.4826388889,0.4423611111,0,v2,p_20250313,0.4826388889,BEARISH,2025_10
20250313,USDCNH,2025-03-13 12:00:00,0.37010947,0.21875,0.5930555556,0,v2,p_20250313,0.21875,BEARISH,2025_10
20250313,USDCNH,2025-03-13 13:00:00,0.38912877,0.1631944444,0.78125,0,v2,p_20250313,0.1631944444,BEARISH,2025_10
20250313,USDCNH,2025-03-13 14:00:00,0.42600793,0.9715277778,0.003125,0,v2,p_20250313,0.9715277778,BEARISH,2025_10
20250313,USDCNH,2025-03-13 15:00:00,0.64144504,0.9038194444,0.1260416667,0,v2,p_20250313,0.1260416667,BULLISH,2025_10
20250313,USDCNH,2025-03-13 16:00:00,0.2639995,0.8274305556,0.0524305556,0,v2,p_20250313,0.8274305556,BEARISH,2025_10
20250313,USDCNH,2025-03-13 17:00:00,0.4047812,0.4944444444,0.4149305556,0,v2,p_20250313,0.4944444444,BEARISH,2025_10
20250313,USDCNH,2025-03-13 18:00:00,0.70616657,0.8416666667,0.1309027778,0,v2,p_20250313,0.1309027778,BULLISH,2025_10
20250313,USDCNH,2025-03-13 19:00:00,0.3249186,0.771875,0.0934027778,0,v2,p_20250313,0.771875,BEARISH,2025_10
20250313,USDCNH,2025-03-13 20:00:00,0.4127953,0.625,0.3065972222,0,v2,p_20250313,0.625,BEARISH,2025_10
20250313,USDCNH,2025-03-13 21:00:00,0.55253583,0.9819444444,0.0,0,v2,p_20250313,0.0,BULLISH,2025_10
20250313,USDCNH,2025-03-13 22:00:00,0.48742718,0.9128472222,0.0885416667,0,v2,p_20250313,0.9128472222,BEARISH,2025_10
20250313,USDCNH,2025-03-13 23:00:00,0.52221173,0.49375,0.421875,1,v2,p_20250313,0.421875,BULLISH,2025_10
20250314,USDCNH,2025-03-14 00:00:00,0.5005586,0.1010416667,0.7621527778,1,v2,p_20250314,0.7621527778,BULLISH,2025_11
20250314,USDCNH,2025-03-14 10:00:00,0.3009673,0.8263888889,0.1447916667,0,v2,p_20250314,0.8263888889,BEARISH,2025_11
20250314,USDCNH,2025-03-14 11:00:00,0.4363438,0.7819444444,0.1947916667,0,v2,p_20250314,0.7819444444,BEARISH,2025_11
20250314,USDCNH,2025-03-14 12:00:00,0.8391953,0.35,0.5621527778,1,v2,p_20250314,0.5621527778,BULLISH,2025_11
20250314,USDCNH,2025-03-14 13:00:00,0.4786933,0.0982638889,0.6614583333,0,v2,p_20250314,0.0982638889,BEARISH,2025_11
20250314,USDCNH,2025-03-14 14:00:00,0.83344,0.1510416667,0.8413194444,1,v2,p_20250314,0.8413194444,BULLISH,2025_11
20250314,USDCNH,2025-03-14 15:00:00,0.3404921,0.6517361111,0.196875,0,v2,p_20250314,0.6517361111,BEARISH,2025_11
20250314,USDCNH,2025-03-14 15:30:00,0.4964869,0.3482638889,0.5621527778,0,v2,p_20250314,0.3482638889,BEARISH,2025_11
20250314,USDCNH,2025-03-14 16:00:00,0.12271733,0.2034722222,0.6565972222,0,v2,p_20250314,0.2034722222,BEARISH,2025_11
20250314,USDCNH,2025-03-14 16:30:00,0.15411223,0.0590277778,0.8472222222,0,v2,p_20250314,0.0590277778,BEARISH,2025_11
20250314,USDCNH,2025-03-14 17:00:00,0.53805345,0.0413194444,0.2001157407,1,v2,p_20250314,0.2001157407,BULLISH,2025_11
20250314,USDCNH,2025-03-14 17:30:00,0.6168432,0.0501736111,0.2525462963,1,v2,p_20250314,0.2525462963,BULLISH,2025_11
20250314,USDCNH,2025-03-14 18:00:00,0.50690114,0.1346643519,0.2218171296,1,v2,p_20250314,0.2218171296,BULLISH,2025_11
20250314,USDCNH,2025-03-14 18:30:00,0.48251998,0.7824074074,0.4874131944,0,v2,p_20250314,0.7824074074,BEARISH,2025_11
20250314,USDCNH,2025-03-14 19:00:00,0.4424522,0.0878472222,0.7030381944,0,v2,p_20250314,0.0878472222,BEARISH,2025_11
20250314,USDCNH,2025-03-14 19:30:00,0.45843753,0.8410590278,0.6247395833,0,v2,p_20250314,0.8410590278,BEARISH,2025_11
20250314,USDCNH,2025-03-14 20:00:00,0.62156206,0.8273148148,0.4411168981,1,v2,p_20250314,0.4411168981,BULLISH,2025_11
20250314,USDCNH,2025-03-14 20:30:00,0.55159557,0.0603298611,0.2419849537,1,v2,p_20250314,0.2419849537,BULLISH,2025_11
20250314,USDCNH,2025-03-14 21:00:00,0.61407983,0.3024016204,0.2055266204,1,v2,p_20250314,0.2055266204,BULLISH,2025_11
20250314,USDCNH,2025-03-14 21:30:00,0.50071025,0.9115740741,0.3282986111,1,v2,p_20250314,0.3282986111,BULLISH,2025_11
20250314,USDCNH,2025-03-14 22:00:00,0.50877756,0.8666666667,0.6160011574,1,v2,p_20250314,0.6160011574,BULLISH,2025_11
20250314,USDCNH,2025-03-14 22:30:00,0.5525144,0.8371238426,0.7807002315,1,v2,p_20250314,0.7807002315,BULLISH,2025_11
20250314,USDCNH,2025-03-14 23:00:00,0.7035248,0.8206018519,0.7496238426,1,v2,p_20250314,0.7496238426,BULLISH,2025_11
20250314,USDCNH,2025-03-14 23:30:00,0.6439896,0.8316550926,0.4866608796,1,v2,p_20250314,0.4866608796,BULLISH,2025_11
20250315,USDCNH,2025-03-15 00:00:00,0.680914,0.422193287,0.0497685185,0,v2,p_20250315,0.0497685185,BULLISH,2025_11
20250315,USDCNH,2025-03-15 00:30:00,0.64469105,0.055005787,0.3117766204,1,v2,p_20250315,0.3117766204,BULLISH,2025_11
20250317,USDCNH,2025-03-17 11:30:00,0.45558795,0.3662905093,0.5200231481,0,v2,p_20250317,0.3662905093,BEARISH,2025_11
20250317,USDCNH,2025-03-17 12:00:00,0.41137043,0.8966435185,0.7131944444,0,v2,p_20250317,0.8966435185,BEARISH,2025_11
20250317,USDCNH,2025-03-17 12:30:00,0.45776007,0.9151041667,0.6309606481,0,v2,p_20250317,0.9151041667,BEARISH,2025_11
20250317,USDCNH,2025-03-17 13:00:00,0.4179163,0.9680555556,0.5130787037,0,v2,p_20250317,0.9680555556,BEARISH,2025_11
20250317,USDCNH,2025-03-17 13:30:00,0.45014757,0.9722222222,0.5207175926,0,v2,p_20250317,0.9722222222,BEARISH,2025_11
20250317,USDCNH,2025-03-17 14:00:00,0.69347787,0.8314814815,0.733275463,1,v2,p_20250317,0.733275463,BULLISH,2025_11
20250317,USDCNH,2025-03-17 14:30:00,0.6518414,0.4078125,0.9555844907,1,v2,p_20250317,0.9555844907,BULLISH,2025_11
20250317,USDCNH,2025-03-17 15:00:00,0.48266292,0.8325231481,0.5118055556,0,v2,p_20250317,0.8325231481,BEARISH,2025_11
20250317,USDCNH,2025-03-17 15:30:00,0.48801222,0.4441840278,0.0900752315,0,v2,p_20250317,0.4441840278,BEARISH,2025_11
20250317,USDCNH,2025-03-17 16:00:00,0.5165465,0.1561342593,0.1961516204,0,v2,p_20250317,0.1961516204,BULLISH,2025_11
20250317,USDCNH,2025-03-17 16:30:00,0.5169525,0.0988715278,0.4172743056,1,v2,p_20250317,0.4172743056,BULLISH,2025_11
20250317,USDCNH,2025-03-17 17:00:00,0.50867945,0.7282407407,0.8015335648,1,v2,p_20250317,0.8015335648,BULLISH,2025_11
20250317,USDCNH,2025-03-17 17:30:00,0.5109781,0.5872395833,0.5091145833,1,v2,p_20250317,0.5091145833,BULLISH,2025_11
20250317,USDCNH,2025-03-17 18:00:00,0.5064207,0.0697916667,0.3478009259,1,v2,p_20250317,0.3478009259,BULLISH,2025_11
20250317,USDCNH,2025-03-17 18:30:00,0.48370245,0.0226851852,0.434693287,0,v2,p_20250317,0.0226851852,BEARISH,2025_11
20250317,USDCNH,2025-03-17 19:00:00,0.3803129,0.0023148148,0.3583912037,0,v2,p_20250317,0.0023148148,BEARISH,2025_11
20250317,USDCNH,2025-03-17 19:30:00,0.3997027,0.0118344907,0.26953125,0,v2,p_20250317,0.0118344907,BEARISH,2025_11
20250317,USDCNH,2025-03-17 20:00:00,0.4134553,0.0174479167,0.2310763889,0,v2,p_20250317,0.0174479167,BEARISH,2025_11
20250317,USDCNH,2025-03-17 20:30:00,0.3809963,0.0249710648,0.2625,0,v2,p_20250317,0.0249710648,BEARISH,2025_11
20250317,USDCNH,2025-03-17 21:30:00,0.54698855,0.2544849537,0.2195891204,1,v2,p_20250317,0.2195891204,BULLISH,2025_11
20250317,USDCNH,2025-03-17 22:00:00,0.6315417,0.5662615741,0.7838252315,1,v2,p_20250317,0.7838252315,BULLISH,2025_11
20250317,USDCNH,2025-03-17 22:30:00,0.6369855,0.7695023148,0.8086516204,1,v2,p_20250317,0.8086516204,BULLISH,2025_11
20250317,USDCNH,2025-03-17 23:00:00,0.55367666,0.7463541667,0.6131365741,1,v2,p_20250317,0.6131365741,BULLISH,2025_11
20250317,USDCNH,2025-03-17 23:30:00,0.5254126,0.0573206019,0.4071180556,1,v2,p_20250317,0.4071180556,BULLISH,2025_11
20250318,USDCNH,2025-03-18 00:00:00,0.53785384,0.0012152778,0.3694444444,1,v2,p_20250318,0.3694444444,BULLISH,2025_11
20250318,USDCNH,2025-03-18 00:30:00,0.55968624,0.0193865741,0.2677662037,1,v2,p_20250318,0.2677662037,BULLISH,2025_11
20250318,USDCNH,2025-03-18 10:00:00,0.40293255,0.9497395833,0.2860243056,0,v2,p_20250318,0.9497395833,BEARISH,2025_11
20250318,USDCNH,2025-03-18 10:30:00,0.3848167,0.9092013889,0.4743923611,0,v2,p_20250318,0.9092013889,BEARISH,2025_11
20250318,USDCNH,2025-03-18 11:00:00,0.5734675,0.9709780093,0.5766203704,1,v2,p_20250318,0.5766203704,BULLISH,2025_11
20250318,USDCNH,2025-03-18 11:30:00,0.5730091,0.9573206019,0.6364872685,1,v2,p_20250318,0.6364872685,BULLISH,2025_11
20250318,USDCNH,2025-03-18 12:00:00,0.47661364,0.8813368056,0.7086516204,0,v2,p_20250318,0.8813368056,BEARISH,2025_11
20250318,USDCNH,2025-03-18 12:30:00,0.4852761,0.848119213,0.716724537,0,v2,p_20250318,0.848119213,BEARISH,2025_11
20250318,USDCNH,2025-03-18 13:00:00,0.4645457,0.8004918981,0.6096354167,0,v2,p_20250318,0.8004918981,BEARISH,2025_11
20250318,USDCNH,2025-03-18 13:30:00,0.5105139,0.0710069444,0.20625,1,v2,p_20250318,0.20625,BULLISH,2025_11
20250318,USDCNH,2025-03-18 14:00:00,0.5706162,0.0318865741,0.2307291667,1,v2,p_20250318,0.2307291667,BULLISH,2025_11
20250318,USDCNH,2025-03-18 14:30:00,0.5453988,0.1405671296,0.258912037,1,v2,p_20250318,0.258912037,BULLISH,2025_11
20250318,USDCNH,2025-03-18 15:00:00,0.48711866,0.5845775463,0.3882523148,0,v2,p_20250318,0.5845775463,BEARISH,2025_11
20250318,USDCNH,2025-03-18 15:30:00,0.5244974,0.2083622685,0.8342013889,1,v2,p_20250318,0.8342013889,BULLISH,2025_11
20250318,USDCNH,2025-03-18 16:30:00,0.5963286,0.0060474537,0.4243923611,1,v2,p_20250318,0.4243923611,BULLISH,2025_11
20250318,USDCNH,2025-03-18 17:00:00,0.6033988,0.0227719907,0.2778356481,1,v2,p_20250318,0.2778356481,BULLISH,2025_11
20250318,USDCNH,2025-03-18 17:30:00,0.60496324,0.0459201389,0.1994502315,0,v2,p_20250318,0.1994502315,BULLISH,2025_11
20250318,USDCNH,2025-03-18 18:00:00,0.52178866,0.0566261574,0.1815104167,0,v2,p_20250318,0.1815104167,BULLISH,2025_11
20250318,USDCNH,2025-03-18 18:30:00,0.53457475,0.0783564815,0.2787326389,1,v2,p_20250318,0.2787326389,BULLISH,2025_11
20250318,USDCNH,2025-03-18 19:00:00,0.4906382,0.4447916667,0.3032407407,0,v2,p_20250318,0.4447916667,BEARISH,2025_11
20250318,USDCNH,2025-03-18 19:30:00,0.4402648,0.9040219907,0.6063657407,0,v2,p_20250318,0.9040219907,BEARISH,2025_11
20250318,USDCNH,2025-03-18 20:00:00,0.39022154,0.8986111111,0.7009548611,0,v2,p_20250318,0.8986111111,BEARISH,2025_11
20250318,USDCNH,2025-03-18 20:30:00,0.3919173,0.957349537,0.5760416667,0,v2,p_20250318,0.957349537,BEARISH,2025_11
20250318,USDCNH,2025-03-18 21:00:00,0.5908328,0.9471064815,0.5200520833,1,v2,p_20250318,0.5200520833,BULLISH,2025_11
20250318,USDCNH,2025-03-18 21:30:00,0.5739996,0.19296875,0.7473090278,1,v2,p_20250318,0.7473090278,BULLISH,2025_11
20250318,USDCNH,2025-03-18 22:00:00,0.51330143,0.7760127315,0.7625,1,v2,p_20250318,0.7625,BULLISH,2025_11
20250318,USDCNH,2025-03-18 22:30:00,0.51025504,0.8372685185,0.4141203704,1,v2,p_20250318,0.4141203704,BULLISH,2025_11
20250318,USDCNH,2025-03-18 23:00:00,0.43990028,0.63125,0.1667534722,0,v2,p_20250318,0.63125,BEARISH,2025_11
20250318,USDCNH,2025-03-18 23:30:00,0.42693564,0.4486979167,0.2555266204,0,v2,p_20250318,0.4486979167,BEARISH,2025_11
20250319,USDCNH,2025-03-19 00:00:00,0.38280523,0.7984664352,0.7547164352,0,v2,p_20250319,0.7984664352,BEARISH,2025_11
20250319,USDCNH,2025-03-19 00:30:00,0.41677007,0.7300636574,0.8087094907,0,v2,p_20250319,0.7300636574,BEARISH,2025_11
20250319,USDCNH,2025-03-19 10:00:00,0.5279767,0.9683449074,0.5338831019,1,v2,p_20250319,0.5338831019,BULLISH,2025_11
20250319,USDCNH,2025-03-19 10:30:00,0.5161332,0.9710648148,0.5392650463,1,v2,p_20250319,0.5392650463,BULLISH,2025_11
20250319,USDCNH,2025-03-19 11:00:00,0.5969094,0.845630787,0.7383680556,1,v2,p_20250319,0.7383680556,BULLISH,2025_11
20250319,USDCNH,2025-03-19 11:30:00,0.6021207,0.891724537,0.6810763889,1,v2,p_20250319,0.6810763889,BULLISH,2025_11
20250319,USDCNH,2025-03-19 12:00:00,0.43955904,0.9972800926,0.4184895833,0,v2,p_20250319,0.9972800926,BEARISH,2025_11
20250319,USDCNH,2025-03-19 12:30:00,0.44837353,0.9953414352,0.41171875,0,v2,p_20250319,0.9953414352,BEARISH,2025_11
20250319,USDCNH,2025-03-19 13:00:00,0.41501135,0.9408854167,0.5739583333,0,v2,p_20250319,0.9408854167,BEARISH,2025_11
20250319,USDCNH,2025-03-19 13:30:00,0.4047537,0.8089988426,0.8076099537,0,v2,p_20250319,0.8089988426,BEARISH,2025_11
20250319,USDCNH,2025-03-19 14:00:00,0.5465253,0.8649884259,0.7083333333,1,v2,p_20250319,0.7083333333,BULLISH,2025_11
20250319,USDCNH,2025-03-19 14:30:00,0.54289204,0.8334490741,0.5729456019,1,v2,p_20250319,0.5729456019,BULLISH,2025_11
20250319,USDCNH,2025-03-19 15:00:00,0.4719347,0.3955439815,0.4609664352,0,v2,p_20250319,0.3955439815,BEARISH,2025_11
20250319,USDCNH,2025-03-19 15:30:00,0.49625847,0.0711805556,0.2707465278,0,v2,p_20250319,0.0711805556,BEARISH,2025_11
20250319,USDCNH,2025-03-19 16:00:00,0.47936794,0.2314236111,0.13828125,0,v2,p_20250319,0.2314236111,BEARISH,2025_11
20250319,USDCNH,2025-03-19 16:30:00,0.47591472,0.6416666667,0.2711226852,0,v2,p_20250319,0.6416666667,BEARISH,2025_11
20250319,USDCNH,2025-03-19 17:00:00,0.5865871,0.4795717593,0.7213541667,1,v2,p_20250319,0.7213541667,BULLISH,2025_11
20250319,USDCNH,2025-03-19 17:30:00,0.5943473,0.68984375,0.7861111111,1,v2,p_20250319,0.7861111111,BULLISH,2025_11
20250319,USDCNH,2025-03-19 18:00:00,0.4431811,0.8049479167,0.6443865741,0,v2,p_20250319,0.8049479167,BEARISH,2025_11
20250319,USDCNH,2025-03-19 18:30:00,0.48225102,0.3152199074,0.5104166667,0,v2,p_20250319,0.3152199074,BEARISH,2025_11
20250319,USDCNH,2025-03-19 19:00:00,0.5148484,0.0030381944,0.372193287,1,v2,p_20250319,0.372193287,BULLISH,2025_11
20250319,USDCNH,2025-03-19 19:30:00,0.5090122,0.0323784722,0.241869213,1,v2,p_20250319,0.241869213,BULLISH,2025_11
20250319,USDCNH,2025-03-19 20:00:00,0.46501127,0.0258969907,0.2308159722,0,v2,p_20250319,0.0258969907,BEARISH,2025_11
20250319,USDCNH,2025-03-19 20:30:00,0.46186203,0.0024305556,0.3112847222,0,v2,p_20250319,0.0024305556,BEARISH,2025_11
20250319,USDCNH,2025-03-19 21:00:00,0.48044774,0.0065104167,0.3495949074,0,v2,p_20250319,0.0065104167,BEARISH,2025_11
20250319,USDCNH,2025-03-19 21:30:00,0.5297565,0.018287037,0.2726273148,1,v2,p_20250319,0.2726273148,BULLISH,2025_11
20250319,USDCNH,2025-03-19 22:00:00,0.5523145,0.0754918981,0.1668113426,0,v2,p_20250319,0.1668113426,BULLISH,2025_11
20250319,USDCNH,2025-03-19 22:30:00,0.5601983,0.1072627315,0.1572627315,0,v2,p_20250319,0.1572627315,BULLISH,2025_11
20250319,USDCNH,2025-03-19 23:00:00,0.5327277,0.091087963,0.3474826389,1,v2,p_20250319,0.3474826389,BULLISH,2025_11
20250319,USDCNH,2025-03-19 23:30:00,0.528227,0.6855613426,0.5034143519,1,v2,p_20250319,0.5034143519,BULLISH,2025_11
20250320,USDCNH,2025-03-20 00:00:00,0.39782923,0.957349537,0.3796006944,0,v2,p_20250320,0.957349537,BEARISH,2025_11
20250320,USDCNH,2025-03-20 00:30:00,0.38838458,0.9523148148,0.5154224537,0,v2,p_20250320,0.9523148148,BEARISH,2025_11
20250320,USDCNH,2025-03-20 10:00:00,0.4099571,0.4791377315,0.0980902778,0,v2,p_20250320,0.4791377315,BEARISH,2025_11
20250320,USDCNH,2025-03-20 10:30:00,0.3879814,0.6412326389,0.2911168981,0,v2,p_20250320,0.6412326389,BEARISH,2025_11
20250320,USDCNH,2025-03-20 11:00:00,0.56961226,0.9330150463,0.5443287037,1,v2,p_20250320,0.5443287037,BULLISH,2025_11
20250320,USDCNH,2025-03-20 11:30:00,0.55675244,0.9651331019,0.5741030093,1,v2,p_20250320,0.5741030093,BULLISH,2025_11
20250320,USDCNH,2025-03-20 12:00:00,0.44122395,0.9641782407,0.597193287,0,v2,p_20250320,0.9641782407,BEARISH,2025_11
20250320,USDCNH,2025-03-20 12:30:00,0.45438063,0.9191550926,0.667505787,0,v2,p_20250320,0.9191550926,BEARISH,2025_11
20250320,USDCNH,2025-03-20 13:00:00,0.5014835,0.8958043981,0.7426793981,1,v2,p_20250320,0.7426793981,BULLISH,2025_11
20250320,USDCNH,2025-03-20 13:30:00,0.51214856,0.9430844907,0.5613425926,1,v2,p_20250320,0.5613425926,BULLISH,2025_11
20250320,USDCNH,2025-03-20 14:00:00,0.66790473,0.9633680556,0.5259837963,1,v2,p_20250320,0.5259837963,BULLISH,2025_11
20250320,USDCNH,2025-03-20 14:30:00,0.6597743,0.812818287,0.7455150463,1,v2,p_20250320,0.7455150463,BULLISH,2025_11
20250320,USDCNH,2025-03-20 15:00:00,0.5928697,0.7079861111,0.8140335648,1,v2,p_20250320,0.8140335648,BULLISH,2025_11
20250320,USDCNH,2025-03-20 15:30:00,0.5913962,0.8135127315,0.4578703704,1,v2,p_20250320,0.4578703704,BULLISH,2025_11
20250320,USDCNH,2025-03-20 16:00:00,0.42795753,0.8635706019,0.1258391204,0,v2,p_20250320,0.8635706019,BEARISH,2025_11
20250320,USDCNH,2025-03-20 16:30:00,0.38951045,0.7913773148,0.3392361111,0,v2,p_20250320,0.7913773148,BEARISH,2025_11
20250320,USDCNH,2025-03-20 17:00:00,0.4620286,0.8822337963,0.7012731481,0,v2,p_20250320,0.8822337963,BEARISH,2025_11
20250320,USDCNH,2025-03-20 17:30:00,0.4301069,0.9885127315,0.5852719907,0,v2,p_20250320,0.9885127315,BEARISH,2025_11
20250320,USDCNH,2025-03-20 18:00:00,0.51468,0.9743634259,0.5362268519,1,v2,p_20250320,0.5362268519,BULLISH,2025_11
20250320,USDCNH,2025-03-20 18:30:00,0.5328872,0.8753761574,0.7186921296,1,v2,p_20250320,0.7186921296,BULLISH,2025_11
20250320,USDCNH,2025-03-20 19:00:00,0.50523025,0.8906539352,0.7263020833,1,v2,p_20250320,0.7263020833,BULLISH,2025_11
20250320,USDCNH,2025-03-20 19:30:00,0.51393205,0.9462962963,0.5349247685,1,v2,p_20250320,0.5349247685,BULLISH,2025_11
